CAND_ID,CAND_F_NAME,CAND_L_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,,
H8CT05211, EMMANUEL,SANCHEZ,O,1,DEM,40151.02,0.00,42361.64,0.00,2210.62,0.00,0.00,0.00,0.00,0.00,0.00,2210.62,37370.00,CT,5.00,,,,,,0.00,0,43334,35167.23,,,0
H8CT05245, JAHANA,HAYES,O,1,DEM,1862958.18,36286.13,1306491.21,0.00,0.00,556466.97,0.00,0.00,0.00,0.00,0.00,0.00,1430009.06,CT,5.00,,,,,,393814.56,0,43465,9541.87,,,0
H8CT05252, SHANNON,KULA,O,1,DEM,149648.39,0.00,148215.06,0.00,0.00,1433.33,5450.00,74000.00,0.00,2700.00,0.00,71300.00,70188.39,CT,5.00,,,,,,0.00,0,43465,25600,,,0
H0CT05119, JUSTIN,BERNIER,O,2,REP,0.00,0.00,0.00,0.00,5203.23,5203.23,0.00,0.00,0.00,0.00,0.00,46100.00,0.00,CT,5.00,,,,,,0.00,0,43373,0,,,0
H2CT05149, LISA A,WILSON-FOLEY,O,2,REP,32600.39,0.00,39000.00,0.00,8239.21,0.00,32600.39,0.00,0.00,0.00,0.00,0.00,0.00,CT,5.00,,,,,,0.00,0,42916,0,,,0
H6CT05140, MATTHEW,MAXWELL,C,2,REP,0.00,0.00,3529.00,0.00,3529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CT,5.00,,,,,,0.00,0,42804,2800,,,0
H6CT05157, CLAY,COPE,C,2,REP,0.00,0.00,10930.70,0.00,10930.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CT,5.00,,,,,,0.00,0,43190,0,,,0
H8CT05120, DAVID J,CAPPIELLO,C,2,REP,0.00,0.00,0.00,0.00,28515.76,28515.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CT,5.00,,,,,,0.00,0,43465,0,,,0
H8CT05179, CRAIG,DIANGELO,O,2,REP,13028.72,0.00,13254.80,0.00,0.00,109.30,5490.00,0.00,0.00,0.00,0.00,0.00,7538.72,CT,5.00,,,,,,0.00,0,43154,0,,,0
H8CT05187, MANNY,SANTOS,O,2,REP,76037.51,0.00,75953.33,0.00,0.00,84.18,0.00,2700.00,0.00,200.00,0.00,2844.31,67329.70,CT,5.00,,,,,,5500.00,500,43465,0,,,0
H8CT05229, RICHARD,DUPONT,O,2,REP,139031.46,0.00,138585.72,0.00,0.00,445.74,0.00,78600.00,0.00,28700.00,0.00,49900.00,60431.46,CT,5.00,,,,,,0.00,0,43465,0,,,0
H8CT05237, RUBY DR.,O'NEILL,O,2,REP,131458.00,0.00,127082.30,0.00,0.00,85675.70,0.00,81300.00,0.00,0.00,0.00,81300.00,50158.00,CT,5.00,,,,,,0.00,0,43465,0,,,0
H8CT06037, JAMES LEONARD,GRIFFIN,,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CT,6.00,,,,,,0.00,0,43215,0,,,0
H0DC00058, ELEANOR HOLMES,NORTON,I,1,DEM,419730.33,0.00,489478.50,0.00,139312.92,69564.75,0.00,0.00,0.00,0.00,0.00,0.00,103030.33,DC,0.00,,,,,,316700.00,0,43465,4700,,,0
H6DC00154, ANDY,MISCUK,C,1,DEM,0.00,0.00,0.00,0.00,2140.23,2140.23,0.00,0.00,0.00,0.00,0.00,9819.78,0.00,DC,0.00,,,,,,0.00,0,43465,0,,,0
H8DC01034, KIM R.,FORD,C,1,DEM,132152.79,0.00,132152.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131752.73,DC,0.00,,,,,,0.00,0,43387,1400,,,0
H8DC03014, ADAM 1985,DEMARCO,C,1,DEM,18026.00,0.00,20823.00,0.00,0.00,1.00,3700.00,0.00,0.00,0.00,0.00,0.00,14026.00,DC,0.00,,,,,,0.00,0,43335,0,,,0
H4DC00092, NELSON FREDERICK,RIMENSNYDER,C,2,REP,9370.00,0.00,8438.98,0.00,867.65,1798.67,0.00,0.00,0.00,0.00,0.00,0.00,6670.00,DC,0.00,,,,,,0.00,2700,43430,0,,,0
H2DC00096, BRUCE,MAJORS,C,3,LIB,0.00,0.00,693.00,0.00,0.00,0.00,0.00,693.00,0.00,0.00,0.00,0.00,0.00,DC,0.00,,,,,,0.00,0,43388,0,,,0
H0DE01017, JOHN,CARNEY,C,1,DEM,0.00,0.00,219706.38,0.00,248686.49,28980.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DE,0.00,,,,,,0.00,0,43465,0,,,0
H0DE01025, ROSE,IZZO,C,1,DEM,18588.00,0.00,3900.00,0.00,20.16,0.00,0.00,15888.00,0.00,0.00,0.00,0.00,2700.00,DE,0.00,,,,,,0.00,0,43465,0,,,0
H6DE00198, BRYON HALL,SHORT,O,1,DEM,0.00,0.00,24406.08,0.00,24406.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DE,0.00,,,,,,0.00,0,43100,-6385,,,-1500
H6DE00206, LISA,BLUNT ROCHESTER,I,1,DEM,1316505.82,0.00,1196085.62,0.00,124761.88,245182.08,1279.57,0.00,0.00,0.00,0.00,310600.00,402612.18,DE,0.00,,,,,,911775.06,217.83,43465,1655.36,,,0
H6DE01089, BRYAN,TOWNSEND,O,1,DEM,6500.00,0.00,10931.38,0.00,4431.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DE,0.00,,,,,,6500.00,0,42916,0,,,3200
H6DE01097, SEAN,BARNEY,O,1,DEM,0.17,0.00,777.75,0.00,777.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DE,0.00,,,,,,0.00,0,42825,0,,,0
H6DE01071, HANS,REIGLE,O,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DE,0.00,,,,,,0.00,0,42741,0,,,0
H8DE01044, LEE H,MURPHY,C,2,REP,20639.00,0.00,25591.86,0.00,2660.72,2177.54,0.00,0.00,0.00,0.00,0.00,0.00,19439.00,DE,0.00,,,,,,1200.00,0,43465,0,,,0
H8DE01036, CHRISTOPHER WILLIAM,MOCKERMAN,C,3,IND,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DE,0.00,,,,,,0.00,0,43373,0,,,0
H8FL01107, PHILLIP CHARLES,EHR,C,1,DEM,162117.07,0.00,160694.99,0.00,0.00,1422.08,150.00,79500.00,0.00,0.00,0.00,1422.08,82359.45,FL,1.00,,,,,,0.00,0,43373,3445.18,,,0
H8FL01115, JENNIFER MIJARES DR.,ZIMMERMAN,C,1,DEM,62276.60,0.00,65473.96,0.00,1887.86,0.00,213.73,7500.00,0.00,0.00,0.00,7500.00,54562.87,FL,1.00,,,,,,0.00,0,43465,0,,,0
H2FL01100, JEFFERSON B.,MILLER,,2,REP,491.14,0.00,114596.55,0.00,221188.79,107083.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,1.00,,,,,,0.00,0,43465,0,,,0
H6FL01119, MATT,GAETZ,I,2,REP,1347177.67,0.00,1264156.93,0.00,58941.03,141961.77,0.00,0.00,0.00,50000.00,0.00,25000.00,1007246.17,FL,1.00,,,,,,339450.00,0,43465,18810,,,0
H6FL01143, JOHN,MILLS,C,2,REP,31914.22,0.00,31784.72,0.00,148.13,277.63,0.00,21112.46,920.16,700.00,0.00,38536.03,9881.60,FL,1.00,,,,,,0.00,0,43465,0,,,0
H6FL01168, CRIS,DOSEV,C,2,REP,220974.58,0.00,218482.68,0.00,6080.35,8572.25,0.00,135000.00,0.00,0.00,0.00,385000.00,83156.00,FL,1.00,,,,,,1700.00,0,43465,0,,,0
H6FL01184, GREG,EVERS,O,2,REP,1260.60,0.00,0.00,0.00,-1260.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,1.00,,,,,,0.00,0,42825,0,,,0
H6FL01069, TOM,WELLS,,3,OTH,40326.87,0.00,38814.02,0.00,0.00,276.85,27343.60,3000.00,0.00,0.00,0.00,3000.00,9983.27,FL,1.00,,,,,,0.00,0,43373,1350,,,0
H4FL02062, GWEN,GRAHAM,C,1,DEM,1364.86,0.00,1257480.47,0.00,1256115.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,2.00,,,,,,0.00,0,43008,250,,,0
H8FL02097, ROBERT BRUCE,RACKLEFF,C,1,DEM,259178.70,0.00,257237.58,0.00,0.00,61.99,53404.66,3000.00,0.00,0.00,0.00,3000.00,202449.04,FL,2.00,,,,,,250.00,0,43465,0,,,0
H8FL02105, BRANDON S.,PETERS,C,1,DEM,146682.19,0.00,142377.66,0.00,0.00,4304.53,75.00,44407.73,0.00,0.00,0.00,44407.73,101561.46,FL,2.00,,,,,,0.00,0,43373,0,,,0
H6FL02190, MARY,THOMAS,C,2,REP,0.00,0.00,18832.62,0.00,5435.08,-13397.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,2.00,,,,,,0.00,0,43465,0,,,0
H6FL02208, NEAL PATRICK MD,DUNN,I,2,REP,1371506.87,20423.81,998275.67,50500.00,12922.95,386154.15,0.00,0.00,0.00,12050.00,0.00,296850.00,837162.25,FL,2.00,,,,,,511384.17,0,43465,22600,,,0
H6FL03073, THOMAS BECKWITH,WELLS,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,3.00,,,,,,0.00,0,42825,0,,,0
H8FL03020, TOM BECKWITH DR.,WELLS,C,1,DEM,40326.87,0.00,38814.02,0.00,0.00,276.85,27343.60,3000.00,0.00,0.00,0.00,3000.00,9983.27,FL,3.00,,,,,,0.00,0,43373,1350,,,0
H8FL03038, YVONNE HAYES MS,HINSON,C,1,DEM,47262.45,0.00,62700.32,0.00,0.00,-1592.89,0.00,6311.55,0.00,0.00,0.00,1311.55,40949.90,FL,3.00,,,,,,0.00,0,43430,0,,,0
H8FL03053, DUSHYANT JETHAGIR DR,GOSAI,C,1,DEM,21668.89,0.00,15924.01,0.00,201.00,3554.88,8582.89,0.00,0.00,0.00,0.00,0.00,13086.00,FL,3.00,,,,,,0.00,0,43320,0,,,0
H0FL03118, DEAN A,BLACK,C,2,REP,0.00,0.00,0.00,0.00,5.27,5.27,0.00,0.00,0.00,0.00,0.00,20724.85,0.00,FL,3.00,,,,,,0.00,0,43465,0,,,0
H0FL06061, MICHAEL F ''MIKE'' F.,YOST,C,2,REP,0.00,0.00,0.00,0.00,421.18,421.18,0.00,0.00,0.00,0.00,0.00,4194.90,0.00,FL,3.00,,,,,,0.00,0,43465,0,,,0
H2FL06109, THEODORE SCOTT,YOHO,I,2,REP,929482.27,0.00,798563.78,0.00,129794.86,260713.35,0.00,0.00,0.00,0.00,0.00,0.00,646520.53,FL,3.00,,,,,,280995.00,0,43465,15233.72,,,500
H8FL03046, JUDSON,SAPP,C,2,REP,272985.00,0.00,272752.14,0.00,0.00,232.86,190070.00,34000.00,0.00,0.00,0.00,36567.41,46915.00,FL,3.00,,,,,,2000.00,0,43465,0,,,0
H8FL06056, CLIFFORD B.,STEARNS,C,2,REP,164752.19,0.00,260671.96,0.00,1488637.79,1392718.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,3.00,,,,,,0.00,0,43465,0,,,0
H8FL04085, GEORGE AUSTIN,SELMONT,C,1,DEM,114912.25,0.00,114302.73,0.00,0.00,209.52,0.00,41074.00,0.00,3700.00,0.00,37374.00,68570.93,FL,4.00,,,,,,5000.00,267,43465,0,,,0
H6FL04097, WILLIAM A MR,MCCLURE,O,2,REP,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,157000.00,0.00,FL,4.00,,,,,,0.00,0,43100,0,,,0
H6FL04105, JOHN,RUTHERFORD,I,2,REP,871893.93,0.00,508163.72,55000.00,1995.94,365726.15,0.00,6500.00,0.00,66500.00,0.00,3945.05,464645.00,FL,4.00,,,,,,400659.17,0,43465,0,,,0
H8FL04077, JASON MICHAEL,BULGER,C,3,NPA,8962.08,0.00,8759.47,0.00,0.00,202.61,0.00,0.00,0.00,0.00,0.00,0.00,8962.08,FL,4.00,,,,,,0.00,0,43430,0,,,0
H8FL04093, JOCELINE MS.,BERRIOS,C,3,NPA,11175.00,0.00,11175.00,0.00,0.00,0.00,0.00,8500.00,0.00,1243.91,0.00,7256.09,2675.00,FL,4.00,,,,,,0.00,0,43430,0,,,0
H0FL04033, DEBORAH KATZ,PUESCHEL,O,3,W,0.00,0.00,0.00,0.00,698.00,698.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,4.00,,,,,,0.00,0,43465,0,,,0
H0FL02086, ALFRED JR,LAWSON,I,1,DEM,679132.77,0.00,716586.48,0.00,52434.38,21449.88,0.00,0.00,0.00,72000.00,0.00,41849.83,228432.50,FL,5.00,,,,,,448300.00,0,43465,0,,,0
H8FL05132, RONTEL,BATIE,C,1,DEM,18835.00,0.00,18518.00,450.00,0.00,315.00,0.00,0.00,0.00,0.00,0.00,0.00,18835.00,FL,5.00,,,,,,0.00,0,43263,325,,,0
H8FL05140, ALVIN,BROWN,C,1,DEM,450694.05,0.00,447745.26,0.00,0.00,2948.79,0.00,0.00,0.00,0.00,0.00,42454.20,407166.28,FL,5.00,,,,,,43454.35,0,43465,14952,,,0
H6FL05169, GLOREATHA (GLO),SCURRY-SMITH,C,2,REP,106.18,0.00,578.40,0.00,472.22,0.00,106.18,0.00,0.00,0.00,0.00,580.90,0.00,FL,5.00,,,,,,0.00,0,43100,0,,,0
H8FL05124, PAM,LOVE,C,2,REP,75.00,0.00,0.00,0.00,0.00,75.00,0.00,75.00,0.00,0.00,0.00,75.00,0.00,FL,5.00,,,,,,0.00,0,43008,0,,,0
H8FL05157, VIRGINIA,FULLER,C,2,REP,40564.00,0.00,40413.00,0.00,0.00,151.00,364.00,0.00,32558.00,0.00,0.00,0.00,7667.00,FL,5.00,,,,,,0.00,0.06,43495,0,,,0
H6FL06134, DWAYNE L,TAYLOR,C,1,DEM,0.00,0.00,639.00,0.00,3672.20,3033.20,0.00,0.00,0.00,0.00,0.00,6336.53,0.00,FL,6.00,,,,,,0.00,0,43465,0,,,0
H8FL06098, NANCY,SODERBERG,O,1,DEM,3242549.28,25500.00,3222462.35,2700.00,0.00,20086.93,0.00,0.00,0.00,0.00,0.00,202764.63,2896622.67,FL,6.00,,,,,,314774.37,5000,43465,34973.35,,,3700
H8FL06106, ROBERT (BOB) PAUL,COFFMAN,O,1,DEM,3601.00,0.00,6800.00,0.00,0.00,-6800.00,0.00,0.00,0.00,0.00,0.00,0.00,3601.00,FL,6.00,,,,,,0.00,0,43190,0,,,0
H8FL06130, JOHN NEHRING MR.,UPCHURCH,O,1,DEM,287592.87,0.00,287592.87,0.00,0.00,0.00,24584.57,40000.00,0.00,40000.00,0.00,0.00,212308.30,FL,6.00,,,,,,10700.00,0,43373,35826,,,5000
H8FL06155, STEPHEN MD,SEVIGNY,O,1,DEM,885320.25,0.00,885320.25,0.00,0.00,0.00,188299.15,390000.00,0.00,220474.71,0.00,0.00,289512.53,FL,6.00,,,,,,17500.00,0,43373,34400,,,5000
H0FL24049, SANDY,ADAMS,C,2,REP,0.00,0.00,8018.50,0.00,8018.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,6.00,,,,,,0.00,0,43281,0,,,0
H2FL00292, RONALD D.,DESANTIS,I,2,REP,211748.62,0.00,1921847.68,0.00,1710114.06,15.00,0.00,0.00,0.00,0.00,0.00,0.00,136614.02,FL,6.00,,,,,,74900.00,0,43292,-200,,,3700
H6FL06118, G.G.,GALLOWAY,C,2,REP,0.00,0.00,602.10,0.00,5403.71,4801.61,0.00,0.00,0.00,0.00,0.00,25922.46,0.00,FL,6.00,,,,,,0.00,0,43465,0,,,0
H6FL06183, FREDRICK WILLIAM,COSTELLO,O,2,REP,288014.38,0.00,283402.77,0.00,124.81,4736.42,0.00,163000.00,0.00,0.00,0.00,290194.38,124425.38,FL,6.00,,,,,,0.00,0,43404,53,,,0
H6FL06191, PATRICK,MOONEY,C,2,REP,0.00,0.00,558.53,0.00,558.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,6.00,,,,,,0.00,0,42902,-2946.95,,,-680
H8FL06122, JOHN,WARD,O,2,REP,1230842.13,0.00,1227903.27,0.00,0.00,2938.86,9693.00,755000.00,0.00,0.00,0.00,760168.00,461425.41,FL,6.00,,,,,,1000.00,0,43465,300,,,0
H8FL06148, MICHAEL,WALTZ,O,2,REP,2197940.02,25806.57,2146378.61,0.00,0.00,51561.41,0.00,605000.00,0.00,155000.00,0.00,430000.00,1246086.85,FL,6.00,,,,,,309274.50,11500,43465,9665,,,500
H6FL07140, STEPHANIE,MURPHY,I,1,DEM,3229991.57,39010.33,3156143.66,0.00,12025.42,85873.33,0.00,0.00,0.00,16000.00,0.00,0.00,1680775.02,FL,7.00,,,,,,1498630.01,9131.11,43465,12567.38,,,8101.81
H8FL07054, CHARDO,RICHARDSON,C,1,DEM,47115.12,0.00,44150.12,0.00,0.00,2965.00,0.00,0.00,0.00,0.00,0.00,2392.40,43359.09,FL,7.00,,,,,,675.43,0,43465,44.83,,,0
H2FL08055, JOHN L. MR.,MICA,I,2,REP,7296.80,0.00,71906.70,0.00,89573.62,24963.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,7.00,,,,,,0.00,0,43465,0,,,0
H8FL07062, MIKE,MILLER,C,2,REP,1137563.66,0.00,1103414.05,0.00,0.00,34149.61,0.00,125000.00,0.00,0.00,0.00,125000.00,830594.40,FL,7.00,,,,,,174949.26,7000,43465,11200,,,5000
H8FL07070, JONATHAN SCOTT,STURGILL,C,2,REP,720299.18,0.00,719859.83,0.00,0.00,439.35,0.00,150250.00,0.00,0.00,0.00,181968.35,552264.86,FL,7.00,,,,,,17200.00,0,43465,106600,,,0
H8FL07088, VENNIA V.,FRANCOIS,C,2,REP,46768.77,0.00,40107.93,0.00,0.00,6660.84,0.00,0.00,0.00,0.00,0.00,4748.99,46768.77,FL,7.00,,,,,,0.00,0,43465,0,,,0
H0FL15054, SHANNON,ROBERTS,C,1,DEM,0.00,0.00,0.00,0.00,1409.87,1409.87,0.00,0.00,0.00,0.00,0.00,1891.53,0.00,FL,8.00,,,,,,0.00,0,43190,0,,,0
H6FL09187, DENA MD,GRAYSON,C,1,DEM,25284.62,5000.00,34060.27,0.00,9527.50,751.85,0.00,10721.58,0.00,0.00,0.00,255499.45,69.39,FL,8.00,,,,,,0.00,0,43465,0,,,0
H8FL08102, SANJAY SOMABHAI,PATEL,C,1,DEM,337942.20,0.00,337972.61,0.00,0.00,-30.41,6374.20,0.00,0.00,0.00,0.00,1022.72,317787.60,FL,8.00,,,,,,13500.00,0,43465,926.72,,,0
H8FL15107, BILL,POSEY,I,2,REP,927501.00,0.00,1086761.96,0.00,465791.23,306530.27,0.00,0.00,0.00,0.00,0.00,0.00,572197.18,FL,8.00,,,,,,353246.02,0,43465,1780,,,0
H6FL08254, BILL,STINSON,C,3,NPA,0.00,0.00,0.00,0.00,7530.00,7530.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,8.00,,,,,,0.00,0,42951,0,,,0
H6FL08221, D.J.,MAURO,,3,UNK,823982.45,0.00,795460.82,0.00,0.00,28521.63,56030.00,515000.00,0.00,0.00,0.00,49066.61,247867.00,FL,8.00,,,,,,0.00,0,43465,21950,,,0
H6FL08213, ALAN MARK,GRAYSON,C,1,DEM,1067361.18,0.00,623385.30,0.00,457798.29,926838.78,0.00,92000.00,54000.00,90000.00,0.00,2555299.96,874024.24,FL,9.00,,,,,,24778.80,0,43465,20909.18,,,0
H6FL09179, DARREN,SOTO,I,1,DEM,1511579.05,0.00,1534325.41,0.00,29265.13,6518.77,0.00,0.00,0.00,0.00,0.00,0.00,630932.70,FL,9.00,,,,,,879632.56,13.79,43465,8639.18,,,0
H4FL09083, CAROL,PLATT,C,2,REP,0.00,0.00,1583.83,0.00,1583.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,9.00,,,,,,0.00,0,43100,0,,,0
H6FL09195, WAYNE,LIEBNITZKY,C,2,REP,71506.89,0.00,71507.85,0.00,0.96,0.00,250.42,0.00,0.00,10332.79,0.00,0.00,59252.91,FL,9.00,,,,,,12000.00,0,43465,0,,,0
H8FL09118, SEAN ALAN,BUCHAN,C,2,REP,950.00,0.00,950.00,0.00,0.00,0.00,750.00,0.00,0.00,0.00,0.00,0.00,200.00,FL,9.00,,,,,,0.00,0,42916,638,,,0
H2FL08063, VALDEZ VAL,DEMINGS,I,1,DEM,838814.13,0.00,843279.49,0.00,90860.26,86394.90,0.00,0.00,0.00,0.00,0.00,10790.44,246090.06,FL,10.00,,,,,,588577.09,0,43465,414.5,,,0
H8FL10066, WADESON,DARIUS,C,1,DEM,43739.28,0.00,43739.28,0.00,0.00,0.00,0.00,39534.94,0.00,0.00,0.00,6960.03,4204.34,FL,10.00,,,,,,0.00,0,43327,0,,,0
H6FL05177, THUY,LOWE,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20480.04,0.00,FL,10.00,,,,,,0.00,0,42766,0,,,0
H8FL11106, SAMUEL,ALLEN,C,1,DEM,1318.83,0.00,1318.83,0.00,0.00,0.00,98.25,0.00,0.00,0.00,0.00,0.00,1220.58,FL,11.00,,,,,,0.00,0,43205,0,,,0
H8FL11114, RONALD LYNN,REID,C,1,DEM,7292.45,0.00,7292.45,0.00,0.00,0.00,2027.45,2000.00,0.00,0.00,0.00,2000.00,3265.00,FL,11.00,,,,,,0.00,0,43259,0,,,0
H8FL11130, DANA,COTTRELL,C,1,DEM,87600.24,0.00,87364.23,0.00,0.00,236.01,450.00,11867.04,0.00,0.00,0.00,11867.04,71923.91,FL,11.00,,,,,,3254.68,100,43465,0,,,0
H0FL08208, DANIEL,WEBSTER,I,2,REP,603631.72,0.00,524574.92,0.00,27349.70,106406.50,0.00,0.00,0.00,0.00,0.00,0.00,445853.04,FL,11.00,,,,,,157227.07,0,43465,0,,,0
H0FL11152, TONY,BUNTYN,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31735.06,0.00,FL,11.00,,,,,,0.00,0,43465,0,,,0
H2FL11042, HUGO R,HARMATZ,,2,REP,5455.00,0.00,5776.97,0.00,525.00,203.03,0.00,0.00,0.00,0.00,0.00,0.00,4720.00,FL,11.00,,,,,,0.00,735,43465,0,,,0
H6FL12181, ROBERT MATTHEW,TAGER,C,1,DEM,33082.00,12404.00,31688.78,0.00,2719.00,4084.00,0.00,8000.00,0.00,0.00,0.00,48000.00,25082.00,FL,12.00,,,,,,0.00,0,43465,0,,,0
H8FL12062, SUNIL MATHEW,THOMAS,C,1,DEM,9283.27,0.00,9283.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8783.00,FL,12.00,,,,,,500.00,0,43205,590,,,0
H8FL12070, STEPHEN M,PERENICH,C,1,DEM,75715.87,0.00,75715.87,0.00,0.00,0.00,10311.73,2300.00,0.00,0.00,0.00,2300.00,62789.52,FL,12.00,,,,,,0.00,0,43388,0,,,0
H8FL12088, CHRISTOPHER J.,HUNTER,C,1,DEM,779295.00,0.00,769589.70,0.00,0.00,9705.30,1200.00,0.00,0.00,0.00,0.00,0.00,718763.38,FL,12.00,,,,,,50459.00,0,43465,5661.67,,,1.81
H6FL09070, GUS M,BILIRAKIS,I,2,REP,2026202.94,5989.23,2097991.80,0.00,91395.64,19606.78,0.00,0.00,0.00,0.00,0.00,0.00,1055384.47,FL,12.00,,,,,,942167.23,0,43465,1550,,,1000
H8FL12096, ANGELIKA MRS.,PURKIS,C,3,NPA,21214.17,0.00,18735.88,0.00,200.00,-2091.66,9864.17,0.00,0.00,0.00,0.00,0.00,11350.00,FL,12.00,,,,,,0.00,0,43465,0,,,0
H2FL10150, JESSICA D,EHRLICH,O,1,DEM,0.00,0.00,2106.45,0.00,4012.46,1906.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,13.00,,,,,,0.00,0,42825,0,,,0
H6FL13189, ERIC,LYNN,C,1,DEM,3030.83,0.00,10259.50,0.00,145904.80,138676.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,13.00,,,,,,0.00,0,43465,0,,,0
H6FL13205, CHARLIE JOSEPH,CRIST,I,1,DEM,3361938.76,0.00,1780937.57,0.00,98055.83,1679057.02,5400.00,0.00,0.00,165061.72,0.00,48638.28,2319943.75,FL,13.00,,,,,,984370.97,1607.36,43465,33530,,,500
H4FL13101, DAVID W.,JOLLY,I,2,REP,0.00,0.00,5923.99,0.00,5923.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,13.00,,,,,,0.00,0,42802,0,,,0
H6FL13114, GEORGE T,HUDSON,O,2,REP,0.00,0.00,0.00,0.00,1036.15,1036.15,0.00,0.00,0.00,0.00,0.00,178232.26,0.00,FL,13.00,,,,,,0.00,0,43465,0,,,0
H8FL13136, GEORGE WILLIAM PHD,BUCK,C,2,REP,42527.82,0.00,42519.44,0.00,0.00,8.38,1425.06,7000.00,0.00,1700.00,0.00,9670.00,34102.76,FL,13.00,,,,,,0.00,0,43465,0,,,0
H8FL13144, BRADLEY,SOSTACK,C,2,REP,161366.96,0.00,161366.96,0.00,0.00,0.00,0.00,51945.66,0.00,40.00,0.00,0.00,104421.30,FL,13.00,,,,,,5000.00,0,43373,7700,,,0
H4FL13077, LUCAS,OVERBY,C,3,LPF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3850.00,0.00,FL,13.00,,,,,,0.00,0,43465,0,,,0
H6FL11126, KATHY,CASTOR,I,1,DEM,762448.55,0.00,663486.27,0.00,641441.43,740403.71,0.00,0.00,0.00,0.00,0.00,0.00,359346.00,FL,14.00,,,,,,398535.10,0,43465,2491.21,,,1000
H6FL14112, CHRISTINE YVONNE,QUINN,C,2,REP,0.00,0.00,0.00,0.00,52.81,24742.08,0.00,0.00,0.00,0.00,0.00,24682.08,0.00,FL,14.00,,,,,,0.00,0,43008,0,,,0
H8FL14183, JERMAINE,EVANS,C,2,REP,1250.00,0.00,1250.00,0.00,0.00,0.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,14.00,,,,,,0.00,0,43008,0,,,0
H4FL15155, ALAN MICHAEL,COHN,C,1,DEM,0.00,0.00,135.00,0.00,2166.45,2031.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,15.00,,,,,,0.00,0,42825,0,,,0
H6FL00103, JEFFREY G,RABINOWITZ,O,1,DEM,1733.00,0.00,1696.00,0.00,0.00,0.00,1733.00,0.00,0.00,0.00,0.00,0.00,0.00,FL,15.00,,,,,,0.00,0,43465,20,,,0
H8FL15131, RAYMOND JR.,PENA,O,1,DEM,10968.70,0.00,19462.89,0.00,465.45,-8028.74,102.00,8200.00,500.00,0.00,0.00,14078.97,2166.70,FL,15.00,,,,,,0.00,0,43373,0,,,0
